tidn,buyercod,sellercod,odat,odai,onum,onai,ldat,term,desig2,wcat,desc,coprod,nrdel,nrdelai,delyears,buyer,seller,status,tivunit,tivorder,tivdel
54430,AFG,RUS,2013,,12,,2013,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,12,,2013,Afghanistan,Russia,N,6.75,81,81
56589,AFG,RUS,2013,,30,,2014,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,30,,2014,Afghanistan,Russia,N,6.75,202.5,202.5
62381,ALG,RUS,2014,X,40,X,2018,N/A,53-65,MI,anti-ship torpedo,L,40,X,2018,Algeria,Russia,N,1.1,44,44
38428,ALG,RUS,2006,X,900,X,2016,N/A,57E6,MI,SAM,,900,X,2012-2016,Algeria,Russia,N,0.25,225,225
39939,ALG,RUS,2006,X,38,X,2016,N/A,96K9 Pantsyr-S1,AD,self-propelled AD system,L,38,X,2012-2016,Algeria,Russia,N,11,418,418
60230,ALG,RUS,2013,,1000,X,2018,N/A,9M120 Ataka,MI,anti-tank missile,L,1000,X,2016-2018,Algeria,Russia,N,0.04,40,40
64282,ALG,RUS,2016,X,1500,X,2020,N/A,9M120 Ataka,MI,anti-tank missile,L,1500,X,2020,Algeria,Russia,N,0.04,60,60
60691,ALG,RUS,2013,X,100,X,2017,N/A,9M317,MI,SAM,L,100,X,2017,Algeria,Russia,N,0.25,25,25
61462,ALG,RUS,2013,X,75,X,2017,N/A,9M723 Iskander,MI,SSM,L,75,X,2017,Algeria,Russia,N,3,225,225
61507,ALG,RUS,2013,X,12,X,2017,N/A,9P78 Iskander,AR,SSM TEL,,12,X,2017,Algeria,Russia,N,1,12,12
58754,ALG,RUS,2014,X,360,,2017,N/A,Berezhok,OT,IFV turret,,360,X,2015-2017,Algeria,Russia,N,0.6,216,216
65149,ALG,RUS,2020,X,,,0,N/A,Berezhok,OT,IFV turret,,20,X,2022,Algeria,Russia,N,0.6,0,12
61268,ALG,RUS,2016,X,120,X,2020,N/A,BMPT Terminator,AV,AFSV,L,120,X,2020,Algeria,Russia,N,2.6,312,312
61026,ALG,RUS,2013,X,1,X,2017,N/A,Buk-M2,AD,SAM system,L,1,X,2017,Algeria,Russia,N,60,60,60
57344,ALG,RUS,2006,X,5,X,2016,N/A,Kasta-2E2,GR,air search radar,L,5,X,2012-2016,Algeria,Russia,N,9,45,45
53914,ALG,RUS,2009,X,30,X,2013,N/A,Kh-35,MI,anti-ship missile,L,30,X,2011-2013,Algeria,Russia,N,0.9,27,27
58753,ALG,RUS,2014,X,4500,X,2017,N/A,Kornet,MI,anti-tank missile,L,4500,X,2015-2017,Algeria,Russia,N,0.04,180,180
65750,ALG,RUS,2020,,,,0,N/A,Kornet,MI,anti-tank missile,L,200,X,2022,Algeria,Russia,N,0.04,0,8
38427,ALG,RUS,2006,X,500,X,2013,N/A,Metis-M,MI,anti-tank missile,L,500,X,2009-2013,Algeria,Russia,N,0.02,10,10
54930,ALG,RUS,2013,,6,,2015,N/A,Mi-26,AC,transport helicopter,L,6,,2015,Algeria,Russia,N,28,168,168
59012,ALG,RUS,2015,,8,,2017,N/A,Mi-26,AC,transport helicopter,L,8,,2017,Algeria,Russia,N,28,224,224
39840,ALG,RUS,2013,,42,,2018,N/A,Mi-28N,AC,combat helicopter,L,42,X,2016-2018,Algeria,Russia,N,15.5,651,651
62199,ALG,RUS,2019,X,14,,0,N/A,MiG-29M,AC,FGA aircraft,,8,X,2020-2021,Algeria,Russia,N,37.5,525,300
57167,ALG,RUS,2014,,2,,2018,N/A,Project-636E,SH,submarine,L,2,,2018,Algeria,Russia,N,260,520,520
59071,ALG,RUS,2015,,14,,2018,N/A,Su-30MK,AC,FGA aircraft,L,14,X,2016-2018,Algeria,Russia,N,55,770,770
62947,ALG,RUS,2019,X,16,X,0,N/A,Su-30MK,AC,FGA aircraft,L,,,,Algeria,Russia,N,55,880,0
54520,ALG,RUS,2011,,120,X,2014,N/A,T-90S,AV,tank,L,120,X,2012-2014,Algeria,Russia,N,4,480,480
58745,ALG,RUS,2014,X,203,X,2016,ASS,T-90S,AV,tank,L,203,X,2015-2016,Algeria,Russia,N,4,812,812
55428,ALG,RUS,2007,X,20,X,2013,N/A,TEST-71,MI,anti-ship/ASW torpedo,L,20,X,2011-2013,Algeria,Russia,N,1,20,20
62380,ALG,RUS,2014,X,40,X,2018,N/A,TEST-71,MI,anti-ship/ASW torpedo,L,40,X,2018,Algeria,Russia,N,1,40,40
59432,ALG,RUS,2015,,11,X,2017,N/A,Tigr,AV,APV,L,11,X,2016-2017,Algeria,Russia,N,0.15,1.65,1.65
61226,ALG,RUS,2015,X,4,X,2016,N/A,TOS-1,AR,self-propelled MRL,L,4,X,2016,Algeria,Russia,N,1.2,4.8,4.8
59854,ANG,RUS,2015,X,12,,2016,N/A,Mi-24P/Mi-35P,AC,combat helicopter,L,12,,2016,Angola,Russia,R,5.94,71.28,71.28
56584,ANG,RUS,2013,,8,X,2016,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,8,,2015-2016,Angola,Russia,N,6.75,54,54
56582,ANG,RUS,2013,,12,,2019,N/A,Su-30K,AC,FGA aircraft,L,12,,2017-2019,Angola,Russia,R,31.35,376.2,376.2
63208,ARM,RUS,2018,X,50,X,2019,N/A,9M338,MI,SAM,L,50,X,2019,Armenia,Russia,N,0.25,12.5,12.5
56113,ARM,RUS,2013,X,25,X,2016,N/A,9M723 Iskander,MI,SSM,L,25,X,2016,Armenia,Russia,N,3,75,75
60454,ARM,RUS,2013,X,4,X,2016,N/A,9P78 Iskander,AR,SSM TEL,,4,X,2016,Armenia,Russia,N,1,4,4
61009,ARM,RUS,2015,,6,X,2017,N/A,BM-9A52 Smerch,AR,self-propelled MRL,L,6,X,2016-2017,Armenia,Russia,N,1.2,7.2,7.2
58475,ARM,RUS,2012,X,200,X,2013,N/A,Igla-S,MI,portable SAM,L,200,X,2013,Armenia,Russia,N,0.08,16,16
60987,ARM,RUS,2015,,200,X,2016,N/A,Igla-S,MI,portable SAM,L,200,,2016,Armenia,Russia,N,0.08,16,16
61674,ARM,RUS,2017,X,100,X,2017,N/A,Kornet,MI,anti-tank missile,L,100,X,2017,Armenia,Russia,N,0.04,4,4
65217,ARM,RUS,2020,X,4,X,2022,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,4,,2022,Armenia,Russia,N,6.75,27,27
59556,ARM,RUS,2019,,4,,2019,N/A,Su-30K,AC,FGA aircraft,L,4,,2019,Armenia,Russia,N,47.5,190,190
61385,ARM,RUS,2014,,1,,2016,AID,T-90S,AV,tank,L,1,,2016,Armenia,Russia,N,4,4,4
61891,ARM,RUS,2018,X,2,X,2019,N/A,Tor-M1,AD,mobile SAM system,L,2,X,2019,Armenia,Russia,N,12.5,25,25
60988,ARM,RUS,2016,,200,X,2017,N/A,Verba,MI,portable SAM,,200,X,2016-2017,Armenia,Russia,N,0.09,18,18
56309,AZB,RUS,2011,X,18,,2014,N/A,2S19 MSTA-S 152mm,AR,self-propelled gun,L,18,X,2012-2014,Azerbaijan,Russia,N,1.75,31.5,31.5
56310,AZB,RUS,2011,X,18,X,2014,N/A,2S31 Vena,AR,self-propelled mortar,L,18,X,2012-2014,Azerbaijan,Russia,N,0.9,16.2,16.2
56398,AZB,RUS,2012,,100,X,2014,N/A,9M317,MI,SAM,L,100,X,2013-2014,Azerbaijan,Russia,N,0.25,25,25
58275,AZB,RUS,2012,,100,X,2014,N/A,9M38,MI,SAM,L,100,X,2013-2014,Azerbaijan,Russia,S,0.06,6,6
56616,AZB,RUS,2011,X,1000,X,2015,N/A,Bastion,MI,anti-tank missile,L,1000,X,2013-2015,Azerbaijan,Russia,N,0.02,20,20
53617,AZB,RUS,2011,X,18,X,2014,N/A,BM-9A52 Smerch,AR,self-propelled MRL,L,18,X,2012-2014,Azerbaijan,Russia,N,1.2,21.6,21.6
56307,AZB,RUS,2011,,118,X,2015,N/A,BMP-3,AV,IFV,L,118,X,2013-2015,Azerbaijan,Russia,N,1.45,171.1,171.1
60946,AZB,RUS,2013,X,76,X,2018,N/A,BTR-82A,AV,IFV,L,76,X,2017-2018,Azerbaijan,Russia,N,0.95,72.2,72.2
57158,AZB,RUS,2011,X,1000,X,2013,N/A,Igla-S,MI,portable SAM,L,1000,X,2012-2013,Azerbaijan,Russia,N,0.08,80,80
61065,AZB,RUS,2017,X,24,X,2018,N/A,Khrizantema,AV,tank destroyer,L,24,X,2017-2018,Azerbaijan,Russia,N,1.1,26.4,26.4
61066,AZB,RUS,2017,X,800,X,2018,N/A,Khrizantema,MI,anti-tank missile,L,800,X,2017-2018,Azerbaijan,Russia,N,0.07,56,56
53820,AZB,RUS,2010,,24,,2014,N/A,Mi-35M,AC,combat helicopter,L,24,X,2011-2014,Azerbaijan,Russia,N,11.5,276,276
54456,AZB,RUS,2010,X,66,X,2015,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,66,X,2010-2015,Azerbaijan,Russia,N,6.75,445.5,445.5
56306,AZB,RUS,2011,,100,X,2015,N/A,T-90S,AV,tank,L,100,,2013-2015,Azerbaijan,Russia,N,4,400,400
56308,AZB,RUS,2011,X,36,X,2017,N/A,TOS-1,AR,self-propelled MRL,L,36,X,2013-2017,Azerbaijan,Russia,N,1.2,43.2,43.2
62691,BAH,RUS,2017,X,264,X,2018,N/A,Igla-S,MI,portable SAM,L,264,,2018,Bahrain,Russia,N,0.08,21.12,21.12
57810,BAH,RUS,2014,,250,X,2016,N/A,Kornet,MI,anti-tank missile,L,250,X,2016,Bahrain,Russia,N,0.04,10,10
55827,BAN,RUS,2013,X,73,X,2013,N/A,BTR-80,AV,APC,L,73,X,2013,Bangladesh,Russia,N,0.35,25.55,25.55
60153,BAN,RUS,2014,,340,,2017,PEAC,BTR-80,AV,APC,L,340,,2016-2017,Bangladesh,Russia,N,0.35,119,119
55955,BAN,RUS,2012,X,1200,X,2013,N/A,Metis-M,MI,anti-tank missile,L,1200,X,2013,Bangladesh,Russia,N,0.02,24,24
55825,BAN,RUS,2015,,5,,2016,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,5,,2015-2016,Bangladesh,Russia,N,6.75,33.75,33.75
60537,BAN,RUS,2015,,6,,2017,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,6,X,2016-2017,Bangladesh,Russia,N,6.75,40.5,40.5
61014,BAN,RUS,2017,,5,,2019,PEAC,Mi-8MT/Mi-17,AC,transport helicopter,L,5,,2019,Bangladesh,Russia,N,6.75,33.75,33.75
55024,BAN,RUS,2013,,16,,2016,N/A,Yak-130,AC,trainer/combat aircraft,L,16,X,2015-2016,Bangladesh,Russia,N,8.1,129.6,129.6
61215,BF,RUS,2017,,2,,2018,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,2,X,2018,Burkina Faso,Russia,N,6.75,13.5,13.5
62223,BLR,RUS,2016,X,40,X,2017,N/A,2B23 NONA-M1 120mm,AR,mortar,,40,,2017,Belarus,Russia,N,0.05,2,2
56756,BLR,RUS,2012,X,150,X,2014,N/A,48N6,MI,SAM,L,150,X,2014,Belarus,Russia,S,0.44,66,66
66278,BLR,RUS,2021,X,70,X,0,N/A,48N6,MI,SAM,L,35,X,2022,Belarus,Russia,S,0.44,30.8,15.4
60003,BLR,RUS,2014,X,7,X,2020,N/A,59N6 Protivnik-GE,GR,air search radar,,7,X,2016-2020,Belarus,Russia,N,13,91,91
55742,BLR,RUS,2012,X,100,X,2013,N/A,9M338,MI,SAM,L,100,X,2013,Belarus,Russia,N,0.25,25,25
60467,BLR,RUS,2013,,100,X,2017,N/A,9M338,MI,SAM,L,100,X,2017,Belarus,Russia,N,0.25,25,25
61648,BLR,RUS,2017,,100,X,2018,N/A,9M338,MI,SAM,L,100,X,2018,Belarus,Russia,N,0.25,25,25
66233,BLR,RUS,2020,X,150,X,2022,N/A,9M338,MI,SAM,L,150,X,2022,Belarus,Russia,N,0.25,37.5,37.5
35663,BLR,RUS,2022,X,25,X,2022,N/A,9M723 Iskander,MI,SSM,L,25,X,2022,Belarus,Russia,S,1.2,30,30
60911,BLR,RUS,2022,X,4,X,2022,N/A,9P78 Iskander,AR,SSM TEL,,4,X,2022,Belarus,Russia,S,0.4,1.6,1.6
65134,BLR,RUS,2020,X,20,X,0,N/A,BTR-80,AV,APC,L,6,X,2021,Belarus,Russia,N,0.35,7,2.1
59287,BLR,RUS,2020,X,80,X,0,LIC,BTR-82A,AV,IFV,L,70,X,2021,Belarus,Russia,N,0.95,76,66.5
64250,BLR,RUS,2020,,4,X,0,N/A,Mi-24P/Mi-35P,AC,combat helicopter,L,,,,Belarus,Russia,S,3.6,14.4,0
58514,BLR,RUS,2015,,12,,2017,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,12,,2016-2017,Belarus,Russia,N,6.75,81,81
53278,BLR,RUS,2014,X,4,,2016,N/A,S-300PMU1,AD,SAM system,L,4,X,2015-2016,Belarus,Russia,S,18.8,75.2,75.2
40163,BLR,RUS,2021,X,2,X,0,N/A,S-400 Triumf,AD,SAM system,L,1,X,2022,Belarus,Russia,N,65,130,65
54491,BLR,RUS,2017,,12,,0,N/A,Su-30MK,AC,FGA aircraft,L,4,,2019,Belarus,Russia,N,55,660,220
61099,BLR,RUS,2015,,25,,2019,N/A,T-72B3,AV,tank,L,25,X,2017-2019,Belarus,Russia,N,4,100,100
55741,BLR,RUS,2012,X,4,,2013,N/A,Tor-M1,AD,mobile SAM system,L,4,,2013,Belarus,Russia,N,12.5,50,50
55824,BLR,RUS,2013,X,4,,2017,N/A,Tor-M1,AD,mobile SAM system,L,4,,2017,Belarus,Russia,N,12.5,50,50
60468,BLR,RUS,2020,X,6,X,2022,LIC,Tor-M1,AD,mobile SAM system,L,6,,2022,Belarus,Russia,N,12.5,75,75
61649,BLR,RUS,2017,,4,,2018,N/A,Tor-M1,AD,mobile SAM system,L,4,,2018,Belarus,Russia,N,12.5,50,50
62528,BLR,RUS,2016,,39,X,2019,N/A,vehicle engine,EN,vehicle engine,,39,X,2018-2019,Belarus,Russia,N,0.03,1.17,1.17
53718,BLR,RUS,2012,,4,,2015,N/A,Yak-130,AC,trainer/combat aircraft,L,4,X,2015,Belarus,Russia,N,8.1,32.4,32.4
58553,BLR,RUS,2015,,4,,2016,N/A,Yak-130,AC,trainer/combat aircraft,L,4,,2016,Belarus,Russia,N,10.5,42,42
59036,BLR,RUS,2015,,4,,2019,N/A,Yak-130,AC,trainer/combat aircraft,L,4,,2019,Belarus,Russia,N,10.5,42,42
59299,BLR,RUS,2015,X,1,,2015,AID,Yak-52,AC,trainer aircraft,L,1,,2015,Belarus,Russia,S,0.08,0.08,0.08
55966,BRA,RUS,2014,X,130,X,2016,N/A,Igla-S,MI,portable SAM,L,130,X,2015-2016,Brazil,Russia,N,0.08,10.4,10.4
36452,BRA,RUS,2009,,12,,2014,N/A,Mi-35M,AC,combat helicopter,L,12,,2010-2014,Brazil,Russia,N,11.5,138,138
59624,CAM,RUS,2015,,2,X,2016,N/A,Mi-24V/Mi-35,AC,combat helicopter,L,2,X,2016,Cameroon,Russia,R,5.61,11.22,11.22
56235,CAM,RUS,2013,X,3,X,2014,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,3,X,2013-2014,Cameroon,Russia,N,6.75,20.25,20.25
60260,CAM,RUS,2014,X,2,X,2014,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,2,X,2014,Cameroon,Russia,N,6.75,13.5,13.5
64013,CAR,RUS,2020,X,20,,2020,AID,BRDM-2,AV,reconnaissance AV,L,20,,2020,Central African Republic,Russia,S,0.06,1.2,1.2
61596,CHI,RUS,2015,,200,X,2019,N/A,48N6,MI,SAM,L,200,X,2018-2019,China,Russia,N,1.1,220,220
29951,CHI,RUS,1998,X,1500,X,2015,LIC,9M119,MI,anti-tank missile,L,1500,X,2001-2015,China,Russia,N,0.02,30,30
65749,CHI,RUS,2015,X,250,X,2019,N/A,9M96,MI,SAM,L,250,X,2018-2019,China,Russia,N,0.9,225,225
39402,CHI,RUS,2004,X,32,,0,LIC,AK-176 76mm,NW,naval gun,L,30,,2008-2019,China,Russia,N,2.5,80,75
55713,CHI,RUS,2005,X,8,X,2020,LIC,AK-176 76mm,NW,naval gun,L,8,X,2007-2020,China,Russia,N,2.5,20,20
56523,CHI,RUS,2010,X,72,X,2021,LIC,AK-176 76mm,NW,naval gun,L,72,X,2013-2021,China,Russia,N,2.5,180,180
53522,CHI,RUS,2011,,123,,2016,N/A,AL-31,EN,turbofan,L,123,X,2013-2016,China,Russia,N,3.25,399.75,399.75
55122,CHI,RUS,2011,,125,X,0,N/A,AL-31,EN,turbofan,L,64,X,2013-2022,China,Russia,N,3.25,406.25,208
60561,CHI,RUS,2014,X,80,X,2020,N/A,AL-31,EN,turbofan,L,80,X,2017-2020,China,Russia,N,3.25,260,260
63245,CHI,RUS,2016,X,125,X,2020,N/A,AL-31,EN,turbofan,L,125,X,2016-2020,China,Russia,N,3.25,406.25,406.25
59604,CHI,RUS,2015,,10,X,2018,N/A,AL-41F,EN,turbofan,L,10,X,2016-2018,China,Russia,N,3.75,37.5,37.5
50774,CHI,RUS,2011,,184,X,2017,N/A,D-30,EN,turbofan,L,184,X,2012-2017,China,Russia,N,3,552,552
63580,CHI,RUS,2015,X,,,0,N/A,D-30,EN,turbofan,L,825,X,2018-2022,China,Russia,N,3,0,2475
54413,CHI,RUS,2011,,5,X,2015,N/A,Il-76M,AC,transport aircraft,L,5,X,2013-2015,China,Russia,S,34,170,170
59489,CHI,RUS,2015,X,7,X,2016,N/A,Il-76M,AC,transport aircraft,L,7,X,2015-2016,China,Russia,R,56.1,392.7,392.7
27666,CHI,RUS,1997,X,1000,X,2016,LIC,Kh-31A1,MI,anti-ship/anti-radar missile,L,1000,X,2001-2016,China,Russia,N,0.9,900,900
36265,CHI,RUS,2004,X,200,X,2015,N/A,Kh-59MK,MI,anti-ship missile,L,200,X,2008-2015,China,Russia,N,1.25,250,250
55370,CHI,RUS,2019,,,,0,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,20,X,2020-2022,China,Russia,N,6.75,0,135
55376,CHI,RUS,2012,,52,,2014,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,52,X,2012-2014,China,Russia,N,6.75,351,351
63964,CHI,RUS,2019,,18,,2022,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,18,X,2021-2022,China,Russia,N,6.75,121.5,121.5
63965,CHI,RUS,2017,X,16,X,2021,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,16,X,2018-2021,China,Russia,N,6.75,108,108
39401,CHI,RUS,2004,X,32,X,0,LIC,Mineral,GR,sea search radar,L,30,,2008-2019,China,Russia,N,5,160,150
40314,CHI,RUS,2004,X,128,X,0,N/A,MR-90,GR,fire control radar,L,120,,2008-2019,China,Russia,N,4.5,576,540
62177,CHI,RUS,2015,X,240,X,2019,N/A,R-77,MI,BVRAAM,L,240,X,2017-2019,China,Russia,N,0.4,96,96
35232,CHI,RUS,2015,,8,X,2019,N/A,S-400 Triumf,AD,SAM system,L,8,X,2018-2019,China,Russia,N,65,520,520
51120,CHI,RUS,2015,,24,,2018,N/A,Su-35S,AC,FGA aircraft,L,24,,2016-2018,China,Russia,N,60,1440,1440
64763,CMB,RUS,2020,X,2,,2021,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,2,,2021,Cambodia,Russia,S,2.7,5.4,5.4
57284,CON,RUS,2012,X,4,X,2013,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,4,X,2013,Congo,Russia,N,6.75,27,27
66310,CON,RUS,2021,X,4,X,2021,N/A,Taifun-K-53949,AV,APC,,4,X,2021,Congo,Russia,N,0.3,1.2,1.2
55647,CON,RUS,2012,,4,X,2013,N/A,Tigr,AV,APV,L,4,X,2013,Congo,Russia,N,0.15,0.6,0.6
60991,EGY,RUS,2015,X,1,X,2016,N/A,59N6 Protivnik-GE,GR,air search radar,,1,X,2016,Egypt,Russia,N,13,13,13
59487,EGY,RUS,2015,X,1000,X,2019,N/A,9M120 Ataka,MI,anti-tank missile,L,1000,X,2017-2019,Egypt,Russia,N,0.04,40,40
58265,EGY,RUS,2014,X,40,X,2017,N/A,9M82M,MI,SAM,L,40,X,2016-2017,Egypt,Russia,N,1.5,60,60
61291,EGY,RUS,2014,X,150,X,2017,N/A,9M83M,MI,SAM,L,150,X,2016-2017,Egypt,Russia,N,0.9,135,135
58264,EGY,RUS,2012,X,1,X,2014,N/A,Buk-M2,AD,SAM system,L,1,X,2014,Egypt,Russia,N,60,60,60
59204,EGY,RUS,2009,,1,,2014,N/A,EgyptSat-2,SA,recce satellite,,1,,2014,Egypt,Russia,N,50,50,50
62228,EGY,RUS,2015,X,1,,2019,N/A,EgyptSat-2,SA,recce satellite,,1,,2019,Egypt,Russia,N,50,50,50
58950,EGY,RUS,2015,X,46,,2019,N/A,Ka-52 Alligator,AC,combat helicopter,L,46,X,2017-2019,Egypt,Russia,N,15.5,713,713
57141,EGY,RUS,2016,X,16,X,2018,N/A,Mi-24V/Mi-35,AC,combat helicopter,L,16,X,2017-2018,Egypt,Russia,S,3.4,54.4,54.4
51320,EGY,RUS,2009,,14,,2013,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,14,X,2012-2013,Egypt,Russia,N,6.75,94.5,94.5
58006,EGY,RUS,2015,,50,X,2020,N/A,MiG-29M,AC,FGA aircraft,,50,X,2017-2020,Egypt,Russia,N,37.5,1875,1875
59038,EGY,RUS,2015,,10,X,2016,AID,P-270 Moskit,MI,anti-ship missile,L,10,X,2015-2016,Egypt,Russia,N,1.5,15,15
58965,EGY,RUS,2015,,1,,2016,AID,Project-1241,SH,FAC,L,1,,2016,Egypt,Russia,S,28,28,28
61366,EGY,RUS,2015,X,300,X,2020,N/A,R-73,MI,SRAAM,L,300,X,2017-2020,Egypt,Russia,N,0.15,45,45
61365,EGY,RUS,2015,X,300,X,2020,N/A,R-77,MI,BVRAAM,L,300,X,2017-2020,Egypt,Russia,N,0.4,120,120
57954,EGY,RUS,2015,X,3,,2017,N/A,S-300VM/SA-23,AD,SAM system,L,3,X,2016-2017,Egypt,Russia,N,60,180,180
59488,EGY,RUS,2015,X,1000,X,2019,N/A,Vikhr,MI,anti-tank missile,L,1000,X,2017-2019,Egypt,Russia,N,0.05,50,50
62283,EQU,RUS,2017,X,1,,2018,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,1,,2018,Equatorial Guinea,Russia,N,6.75,6.75,6.75
63350,ETH,RUS,2018,X,100,X,2019,N/A,57E6,MI,SAM,,100,X,2019,Ethiopia,Russia,N,0.25,25,25
62573,ETH,RUS,2018,X,4,X,2019,N/A,96K9 Pantsyr-S1,AD,self-propelled AD system,L,4,X,2019,Ethiopia,Russia,N,11,44,44
53633,GHA,RUS,2012,,4,,2013,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,4,X,2013,Ghana,Russia,N,6.75,27,27
63847,GRE,RUS,2018,X,4,,2019,N/A,9M338,MI,SAM,L,4,,2019,Greece,Russia,N,0.25,1,1
57613,HUN,RUS,2014,,3,,2014,N/A,Mi-8T,AC,transport helicopter,L,3,,2014,Hungary,Russia,S,2.4,7.2,7.2
65076,IND,RUS,2017,X,,,0,N/A,3M-54E Club,MI,anti-ship/land-attack missile,L,,,,India,Russia,N,1.4,0,0
59475,IND,RUS,2018,X,350,X,0,N/A,48N6,MI,SAM,L,140,X,2021-2022,India,Russia,N,1.1,385,154
62821,IND,RUS,2019,,500,X,2019,N/A,9M114,MI,anti-tank missile,L,500,X,2019,India,Russia,N,0.02,10,10
54658,IND,RUS,2013,,25000,,0,LIC,9M119,MI,anti-tank missile,L,12000,X,2014-2022,India,Russia,N,0.02,500,240
32041,IND,RUS,2005,X,300,X,2013,N/A,9M311 Treugolnik,MI,SAM,L,300,X,2012-2013,India,Russia,N,0.12,36,36
54428,IND,RUS,2006,X,100,X,2013,N/A,9M317,MI,SAM,L,100,X,2012-2013,India,Russia,N,0.25,25,25
38822,IND,RUS,2003,X,12,,2016,N/A,AK-630 30mm,NW,naval gun,L,12,,2014-2016,India,Russia,N,1,12,12
51081,IND,RUS,2006,X,16,,2014,N/A,AK-630 30mm,NW,naval gun,L,16,X,2012-2014,India,Russia,N,1,16,16
59154,IND,RUS,2013,X,16,,0,N/A,AK-630 30mm,NW,naval gun,L,4,,2021,India,Russia,N,1,16,4
60547,IND,RUS,2003,X,8,,2020,N/A,AK-630 30mm,NW,naval gun,L,8,,2014-2020,India,Russia,N,1,8,8
64684,IND,RUS,2010,X,4,,2022,N/A,AK-630 30mm,NW,naval gun,L,4,,2022,India,Russia,N,1,4,4
55750,IND,RUS,2012,,720,X,2022,LIC,AL-31,EN,turbofan,L,720,X,2013-2022,India,Russia,N,3.25,2340,2340
58054,IND,RUS,2018,X,149,X,2021,LIC,BMP-2,AV,IFV,L,149,X,2020-2021,India,Russia,N,0.9,134.1,134.1
63622,IND,RUS,2020,,156,,0,LIC,BMP-2,AV,IFV,L,125,X,2022,India,Russia,N,0.9,140.4,112.5
35249,IND,RUS,1998,X,9,,2016,LIC,Garpun,GR,sea search radar,L,9,,2000-2016,India,Russia,N,5,45,45
